CpuName,CpuNumberOfCores,CpuNumberOfThreads,CpuBaseClock,CpuCacheL1,CpuCacheL2,CpuCacheL3,,CpuFrequency,,,,CpuTDP,,CpuTurboClock,GpuName,,GpuBandwidth,GpuBaseClock,GpuBoostClock,,,,,,,,GpuMemorySize,,,,GpuPixelRate,,GpuNumberOfROPs,GpuShaderModel,GpuNumberOfShadingUnits,GpuNumberOfTMUs,GpuTextureRate,,,GameName,,,FPS
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,71.2
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,65.8
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,64.2
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,63.4
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,62.6
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,61.4
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,61.1
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,57.8
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,48
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,68.6
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,67.8
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,66.9
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,66.6
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,64.6
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,62.5
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,59.1
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,58.1
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 1050 Ti',,112100,1291,1392,,,,,,,,4000,,,,44540,,32,b'6.4',768,48,66820,,,b'grandTheftAuto5',,,56.5
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,65.3
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,64.6
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,60.1
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,58.3
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,57.7
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,57.2
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,55.8
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,55.6
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,52.5
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,43.8
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,62.3
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,61.7
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,60.8
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,60.6
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,58.7
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,56.9
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,53.9
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,52.8
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 1050 3 GB',,84100,1392,1518,,,,,,,,3000,,,,36430,,24,b'6.4',768,48,72860,,,b'grandTheftAuto5',,,51.3
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,116.7
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,115.7
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,107
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,104
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,103.2
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,101.8
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,99.7
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,98.7
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,93.5
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,77.9
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,111.6
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,110.5
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,109
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,108.5
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,105.3
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,101.8
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,95.6
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,94.6
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'AMD Radeon RX 5700 XT',,448000,1605,1905,,,,,,,,8000,,,,121900,,64,b'6.5',2560,160,304800,,,b'grandTheftAuto5',,,91.4
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,114.5
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,113.5
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,104.9
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,101.9
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,101.3
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,99.9
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,97.8
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,96.8
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,91.7
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,76.4
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,109.4
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,108.4
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,106.8
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,106.3
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,103.3
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,99.9
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,93.7
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,92.7
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'AMD Radeon RX 5700',,448000,1465,1725,,,,,,,,8000,,,,110400,,64,b'6.5',2304,144,248400,,,b'grandTheftAuto5',,,89.7
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,113
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,112
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,103.6
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,100.5
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,99.9
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,98.5
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,96.6
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,95.5
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,90.5
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,75.4
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,108
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,107
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,105.4
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,104.9
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,101.9
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,98.5
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,92.4
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,91.5
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'AMD Radeon Pro Vega 64',,402400,1250,1350,,,,,,,,16000,,,,86400,,64,b'6.4',4096,256,345600,,,b'grandTheftAuto5',,,88.5
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,102.6
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,101.7
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,94.1
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,91.4
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,90.7
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,89.5
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,87.7
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,86.8
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,82.2
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,68.5
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,98
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,97.2
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,95.9
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,95.3
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,92.6
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,89.5
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,84.1
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'AMD Radeon RX 590',,256000,1469,1545,,,,,,,,8000,,,,49440,,32,b'6.4',2304,144,222500,,,b'grandTheftAuto5',,,83.1
